Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkingAgeRatio
53,0.0,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0.39622641509433965
31,0.0,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0.3225806451612903
27,0.0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,No,19,3,3,1,6,1,3,2,2,2,0,0.2222222222222222
46,1.0,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,0.1956521739130435
46,0.0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0.5652173913043478
18,1.0,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,0.0
26,1.0,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7,0.3076923076923077
28,,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,0.17857142857142858
25,1.0,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2,0.24
48,0.0,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2,0.3125
39,,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,0.23076923076923078
44,0.0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2,0.22727272727272727
31,0.0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0,0.2903225806451613
33,0.0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2,0.24242424242424243
30,0.0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,0.13333333333333333
37,0.0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,0.21621621621621623
29,0.0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0.20689655172413793
32,,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0.28125
24,1.0,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,0.25
51,0.0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0.21568627450980393
45,0.0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0.15555555555555556
35,,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,0.17142857142857143
36,,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,0.4166666666666667
44,1.0,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5,0.22727272727272727
40,0.0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,0.2
34,0.0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,0.29411764705882354
56,0.0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0,0.08928571428571429
40,,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,0.25
33,0.0,Travel_Rarely,924,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,0,7,3,3,1,1,0,0,0.21212121212121213
55,0.0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,0.6181818181818182
46,0.0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.5
27,0.0,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0.2222222222222222
45,0.0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0,0.4888888888888889
55,0.0,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0,0.5636363636363636
27,0.0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0,0.18518518518518517
34,,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,Yes,12,3,3,0,9,3,2,4,2,0,1,0.2647058823529412
28,0.0,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,0.2857142857142857
42,0.0,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,No,17,3,1,0,10,6,3,5,4,0,3,0.23809523809523808
54,,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,No,11,3,3,2,9,6,2,4,3,2,3,0.16666666666666666
29,1.0,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,0.2413793103448276
32,,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Yes,14,3,1,0,8,2,3,4,1,0,3,0.25
29,0.0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0.20689655172413793
47,0.0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,0.425531914893617
32,0.0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,0.0625
24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,0.25
34,0.0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11,0.4117647058823529
37,0.0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0.32432432432432434
32,0.0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0.125
27,0.0,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,0.2962962962962963
35,,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,0.08571428571428572
42,0.0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.23809523809523808
32,,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0,0.3125
38,0.0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,0.21052631578947367
35,,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Yes,11,3,4,0,10,2,3,10,8,0,9,0.2857142857142857
49,0.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0.5102040816326531
43,,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0.23255813953488372
34,0.0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0.47058823529411764
32,,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0.375
40,0.0,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,0.5
38,0.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,0.02631578947368421
27,0.0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0,0.0
31,,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Yes,11,3,3,0,10,4,3,10,7,0,8,0.3225806451612903
38,0.0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.34210526315789475
47,0.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0.44680851063829785
38,0.0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,No,18,3,1,1,9,3,1,7,7,1,7,0.23684210526315788
30,0.0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,0.16666666666666666
28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0.10714285714285714
27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,0.2222222222222222
46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7,0.21739130434782608
40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,0.55
55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11,0.41818181818181815
26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,0.11538461538461539
35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0.05714285714285714
42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,0.23809523809523808
40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0.175
19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,0.05263157894736842
31,,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,No,20,4,3,1,13,2,4,11,7,4,8,0.41935483870967744
39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0,0.28205128205128205
31,,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,0.3225806451612903
49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,0.5918367346938775
20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,0.05
32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0.40625
36,0.0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0.2777777777777778
43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,0.5813953488372093
26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,0.19230769230769232
27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,0.18518518518518517
42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,0.19047619047619047
34,0.0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,0.4411764705882353
55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8,0.43636363636363634
42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3,0.40476190476190477
50,,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,2,12,3,3,6,3,0,1,0.24
33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0.12121212121212122
30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,No,22,4,2,1,1,2,3,1,0,0,0,0.03333333333333333
35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0.2857142857142857
42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0.21428571428571427
40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,0.075
34,0.0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,0.17647058823529413
50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,0.56
45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,0.2
21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,0.047619047619047616
37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0.4594594594594595
33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0.2727272727272727
31,,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0,0.03225806451612903
29,,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0,0.034482758620689655
47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,0.5531914893617021
30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,0.03333333333333333
27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,0.3333333333333333
54,,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7,0.25925925925925924
50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7,0.62
29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,0.034482758620689655
36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2,0.3055555555555556
45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,0.5555555555555556
50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,0.36
39,,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431,15302,2,No,13,3,3,0,21,3,2,6,0,1,3,0.5384615384615384
27,,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,No,14,3,1,0,7,5,3,7,7,0,7,0.25925925925925924
33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,0.18181818181818182
46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0.2608695652173913
27,,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,0.2222222222222222
55,,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,0.6181818181818182
54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,0.2962962962962963
47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7,0.1702127659574468
33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,0.18181818181818182
35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15,0.4857142857142857
39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0.23076923076923078
38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0.2631578947368421
55,,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,0.6545454545454545
54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.24074074074074073
37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,0.4864864864864865
20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0.1
40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,0.25
51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,0.6078431372549019
34,1.0,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,0.2647058823529412
34,0.0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2,0.20588235294117646
42,0.0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0.23809523809523808
35,,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0.42857142857142855
29,,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,0.06896551724137931
29,,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0.034482758620689655
30,0.0,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0,0.03333333333333333
43,,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,0.13953488372093023
50,0.0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,0.42
29,,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0.3448275862068966
31,0.0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,0.03225806451612903
38,,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,0.34210526315789475
